"NUMER","COD","LIB","MR","MD","ML","ANNEE","DATF","COMPT"
"960","638410","Frais de mission intérieur","0","33818600","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"961","659800","Autres charges","0","1107842787,74","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"962","661257","Prime du comptable","0","7000000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"963","661273","Prime amendes transactionnelles","0","12450000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"964","663841","Collations","0","229957500","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"965","668340","Frais funéraires et assistance deuil","0","131842900","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"966","668360","Aide & secours","0","8929000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"967","661272","Prime de surveillance SEP","0","126723995","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"968","-","FONCTIONNEMENT","0","161700000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024",""
"969","707820","SOLDE","248557104,61","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"970","707820","Vente des Imprimées","34977000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"971","707820","Prime surveillance SEP","118200795","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"972","707820","Contentieux","1166688632","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"973","707820","Prime Informatique","114630880,76","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"974","707820","Récupération fonds social","26004024,13","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"975","707820","DG Fonctionnement","2432856961","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"976","707820","Appro Caisse","455621241,87","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"977","707820","Prime surveillance Bracongo","41040000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"978","707820","Amendes Transactionnelles","12450000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"979","707820","KV, PV n° 02/IAJC/2023 P/C Les Benjamins SARL","15144873","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"980","707820","DG, Paiement arrierés des primes des scellés 2019 à 2022","604255680","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"981","604130","Articles alimentaires                             ","0","58983610","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"982","604210","Carburant et lubrifiant","0","365854225","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"983","604300","Produits d’entretien","0","63671670","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"984","604710","Fournitures de bureau","0","352220527","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"985","604720","Consommables informatiques","0","258139650","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"986","605100","Eau","0","25847167,61","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"987","605200","Electricité","0","74443946","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"988","618120","Déplacement","0","103533000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"989","622210","Loyers locaux et bureaux de service","0","15040000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"990","624000","Entretien, réparations et maintenance","0","540382067,96","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"991","626530","Abonnements","0","44809845","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"992","628100","Frais de communications et télécommunications","0","113721025","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"993","631000","Frais bancaire","0","3568000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"994","632540A","Frais de contentieux DBLF","0","51496410","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"995","632540B","Frais de contentieux Kin Ville","0","861698386,5","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"996","632831","Frais médicaux","0","264575327,75","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"997","632840","Frais de gardiennage et sécurité","0","2620000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"998","632860","Frais d’impression, reproduction et reliure","0","20114000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"999","638410","Frais de mission intérieur","0","33818600","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"1000","659800","Autres charges","0","1107842787,74","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"1001","661257","Prime du comptable","0","7000000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"1002","661273","Prime amendes transactionnelles","0","12450000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"1003","663841","Collations","0","229957500","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"1004","668340","Frais funéraires et assistance deuil","0","131842900","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"1005","668360","Aide & secours","0","8929000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"1006","661272","Prime de surveillance SEP","0","126723995","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"1007","-","FONCTIONNEMENT","0","161700000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","2015","KASANGANDJO - WANDUMA"
"1008","707820","SOLDE","97861691,12","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1009","707820","Ventes des Imprimées","6571936","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1010","707820","Vente des Imprimées","19774269,2","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1011","707820","Prime de surveillance SEP","9031545","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1012","707820","Contentieux","800985751,6","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1013","707820","Prime Informatique","24281507","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1014","707820","Révupération fonds social","2727258","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1015","707820","Récupération fonds social","8181774,26","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1016","707820","DG Fonctionnement","872431500","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1017","707820","Appro Caisse","32000000","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1018","707820","Prime surveillance Bracongo","19160000","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1019","707820","Amendes Transactionnelles","11700000","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1020","707820","KV, Vente registre matière première","30805,95","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1021","707820","SOLDE","248557104,61","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1022","707820","Vente des Imprimées","34977000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1023","707820","Prime surveillance SEP","118200795","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1024","707820","Contentieux","1166688632","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1025","707820","Prime Informatique","114630880,76","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1026","707820","Récupération fonds social","26004024,13","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1027","707820","DG Fonctionnement","2432856961","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1028","707820","Appro Caisse","455621241,87","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1029","707820","Prime surveillance Bracongo","41040000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1030","707820","Amendes Transactionnelles","12450000","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1031","707820","KV, PV n° 02/IAJC/2023 P/C Les Benjamins SARL","15144873","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1032","707820","DG, Paiement arrierés des primes des scellés 2019 à 2022","604255680","0","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1033","604130","Articles alimentaires                             ","0","58983610","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1034","604210","Carburant et lubrifiant","0","365854225","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1035","604300","Produits d’entretien","0","63671670","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1036","604710","Fournitures de bureau","0","352220527","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1037","604720","Consommables informatiques","0","258139650","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1038","605100","Eau","0","25847167,61","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1039","605200","Electricité","0","74443946","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1040","618120","Déplacement","0","103533000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1041","622210","Loyers locaux et bureaux de service","0","15040000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1042","624000","Entretien, réparations et maintenance","0","540382067,96","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1043","626530","Abonnements","0","44809845","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1044","628100","Frais de communications et télécommunications","0","113721025","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1045","631000","Frais bancaire","0","3568000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1046","632540A","Frais de contentieux DBLF","0","51496410","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1047","632540B","Frais de contentieux Kin Ville","0","861698386,5","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1048","632831","Frais médicaux","0","264575327,75","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1049","632840","Frais de gardiennage et sécurité","0","2620000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1050","632860","Frais d’impression, reproduction et reliure","0","20114000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1051","638410","Frais de mission intérieur","0","33818600","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1052","659800","Autres charges","0","1107842787,74","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1053","661257","Prime du comptable","0","7000000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1054","661273","Prime amendes transactionnelles","0","12450000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1055","663841","Collations","0","229957500","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1056","668340","Frais funéraires et assistance deuil","0","131842900","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1057","668360","Aide & secours","0","8929000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1058","661272","Prime de surveillance SEP","0","126723995","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1059","-","FONCTIONNEMENT","0","161700000","Francs Congolais:  Deux cent vingt neuf millions quatre cent quarante trois mille cinq cent cinquante  et un et quatre-vingt  et un centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1060","707820","SOLDE","97861691,12","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1061","707820","Ventes des Imprimées","6571936","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1062","707820","Vente des Imprimées","19774269,2","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1063","707820","Prime de surveillance SEP","9031545","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1064","707820","Contentieux","800985751,6","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1065","707820","Prime Informatique","24281507","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1066","707820","Révupération fonds social","2727258","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1067","707820","Récupération fonds social","8181774,26","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1068","707820","DG Fonctionnement","872431500","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1069","707820","Appro Caisse","32000000","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1070","707820","Prime surveillance Bracongo","19160000","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1071","707820","Amendes Transactionnelles","11700000","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1072","707820","KV, Vente registre matière première","30805,95","0","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","01/01/2024","KASANGANDJO - WANDUMA"
"1073","604130","Articles alimentaires                             ","0","58983610","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1074","604210","Carburant et lubrifiant","0","365854225","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1075","604300","Produits d’entretien","0","63671670","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1076","604710","Fournitures de bureau","0","352220527","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1077","604720","Consommables informatiques","0","258139650","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1078","605100","Eau","0","25847167,61","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1079","605200","Electricité","0","74443946","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1080","618120","Déplacement","0","103533000","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1081","622210","Loyers locaux et bureaux de service","0","15040000","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1082","624000","Entretien, réparations et maintenance","0","540382067,96","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1083","626530","Abonnements","0","44809845","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1084","628100","Frais de communications et télécommunications","0","113721025","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1085","631000","Frais bancaire","0","3568000","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1086","632540A","Frais de contentieux DBLF","0","51496410","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1087","632540B","Frais de contentieux Kin Ville","0","861698386,5","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1088","632831","Frais médicaux","0","264575327,75","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1089","632840","Frais de gardiennage et sécurité","0","2620000","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1090","632860","Frais d’impression, reproduction et reliure","0","20114000","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1091","638410","Frais de mission intérieur","0","33818600","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1092","659800","Autres charges","0","1107842787,74","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1093","661257","Prime du comptable","0","7000000","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1094","661273","Prime amendes transactionnelles","0","12450000","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1095","663841","Collations","0","229957500","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
"1096","668340","Frais funéraires et assistance deuil","0","131842900","Francs Congolais:  Cent cinq millions huit cent cinquante trois mille cent trente  et un et quatre-vingt cinq centime","VIDE","",""
